Product_Code,Warehouse,Product_Category,Date,Order_Demand
Product_1372,Whse_J,Category_019,2012/2/3,200
Product_1372,Whse_J,Category_019,2012/2/7,1000
Product_1372,Whse_J,Category_019,2012/2/17,1800
Product_1372,Whse_J,Category_019,2012/3/2,1400
Product_1372,Whse_J,Category_019,2012/3/5,100
Product_1372,Whse_J,Category_019,2012/3/13,1400
Product_1372,Whse_J,Category_019,2012/3/22,1200
Product_1372,Whse_J,Category_019,2012/3/21,300
Product_1372,Whse_J,Category_019,2012/3/22,400
Product_1372,Whse_J,Category_019,2012/3/30,900
Product_1372,Whse_J,Category_019,2012/4/3,300
Product_1372,Whse_J,Category_019,2012/4/4,600
Product_1372,Whse_J,Category_019,2012/4/4,800
Product_1372,Whse_J,Category_019,2012/4/11,2700
Product_1372,Whse_J,Category_019,2012/4/16,300
Product_1372,Whse_J,Category_019,2012/4/20,300
Product_1372,Whse_J,Category_019,2012/4/16,900
Product_1372,Whse_J,Category_019,2012/4/17,200
Product_1372,Whse_J,Category_019,2012/5/8,900
Product_1372,Whse_J,Category_019,2012/5/7,500
Product_1372,Whse_J,Category_019,2012/5/10,1300
Product_1372,Whse_J,Category_019,2012/5/15,500
Product_1372,Whse_J,Category_019,2012/5/21,100
Product_1372,Whse_J,Category_019,2012/5/21,900
Product_1372,Whse_J,Category_019,2012/5/24,1200
Product_1372,Whse_J,Category_019,2012/5/28,1500
Product_1372,Whse_J,Category_019,2012/5/29,600
Product_1372,Whse_J,Category_019,2012/6/1,300
Product_1372,Whse_J,Category_019,2012/5/31,400
Product_1372,Whse_J,Category_019,2012/6/11,1600
Product_1372,Whse_J,Category_019,2012/6/14,1300
Product_1372,Whse_J,Category_019,2012/6/18,1900
Product_1372,Whse_J,Category_019,2012/6/19,600
Product_1372,Whse_J,Category_019,2012/6/26,100
Product_1372,Whse_J,Category_019,2012/6/28,600
Product_1372,Whse_J,Category_019,2012/7/9,500
Product_1372,Whse_J,Category_019,2012/7/12,100
Product_1372,Whse_J,Category_019,2012/7/17,600
Product_1372,Whse_J,Category_019,2012/7/19,500
Product_1372,Whse_J,Category_019,2012/7/25,200
Product_1372,Whse_J,Category_019,2012/7/31,600
Product_1372,Whse_J,Category_019,2012/8/6,800
Product_1372,Whse_J,Category_019,2012/8/21,900
Product_1372,Whse_J,Category_019,2012/8/6,300
Product_1372,Whse_J,Category_019,2012/8/21,700
Product_1372,Whse_J,Category_019,2012/9/3,300
Product_1372,Whse_J,Category_019,2012/10/1,600
Product_1372,Whse_J,Category_019,2012/9/28,1300
Product_1372,Whse_J,Category_019,2012/11/2,200
Product_1372,Whse_J,Category_019,2012/11/16,300
Product_1372,Whse_J,Category_019,2012/12/3,100
Product_1372,Whse_J,Category_019,2012/12/13,200
Product_1372,Whse_J,Category_019,2012/12/25,900
Product_1994,Whse_S,Category_019,2012/11/23,3000
Product_0558,Whse_S,Category_030,2012/8/20,5000
Product_0560,Whse_S,Category_030,2012/8/20,15000
Product_0561,Whse_S,Category_030,2012/10/8,2000
Product_1994,Whse_S,Category_019,2012/1/16,100
Product_1994,Whse_S,Category_019,2012/9/18,300
Product_1994,Whse_S,Category_019,2012/9/18,200
Product_1183,Whse_S,Category_030,2012/1/4,2000
Product_1184,Whse_S,Category_030,2012/1/4,2000
Product_1184,Whse_S,Category_030,2012/3/1,5000
Product_0561,Whse_S,Category_030,2012/8/2,100
Product_0561,Whse_S,Category_030,2012/11/29,400
Product_1150,Whse_J,Category_006,2012/1/26,60000
Product_1150,Whse_J,Category_006,2012/2/2,30000
Product_1150,Whse_J,Category_006,2012/2/16,30000
Product_1150,Whse_J,Category_006,2012/2/21,30000
Product_1150,Whse_J,Category_006,2012/2/23,10000
Product_1150,Whse_J,Category_006,2012/4/12,10000
Product_1173,Whse_J,Category_006,2012/3/22,5000
Product_1150,Whse_J,Category_006,2012/4/19,10000
Product_1150,Whse_J,Category_006,2012/5/10,10000
Product_1173,Whse_J,Category_006,2012/5/2,5000
Product_1150,Whse_J,Category_006,2012/5/31,20000
Product_1150,Whse_J,Category_006,2012/5/21,10000
Product_1150,Whse_J,Category_006,2012/6/7,10000
Product_1150,Whse_J,Category_006,2012/5/31,40000
Product_1150,Whse_J,Category_006,2012/6/5,10000
Product_1150,Whse_J,Category_006,2012/6/7,10000
Product_1150,Whse_J,Category_006,2012/6/14,30000
Product_1150,Whse_J,Category_006,2012/6/21,30000
Product_1150,Whse_J,Category_006,2012/6/26,20000
Product_1150,Whse_J,Category_006,2012/7/5,30000
Product_1150,Whse_J,Category_006,2012/7/17,20000
Product_1150,Whse_J,Category_006,2012/7/26,30000
Product_1150,Whse_J,Category_006,2012/8/1,35000
Product_1150,Whse_J,Category_006,2012/8/1,5000
Product_1150,Whse_J,Category_006,2012/8/23,20000
Product_1150,Whse_J,Category_006,2012/8/31,10000
Product_1150,Whse_J,Category_006,2012/9/20,30000
Product_1150,Whse_J,Category_006,2012/9/20,20000
Product_1150,Whse_J,Category_006,2012/9/25,20000
Product_1150,Whse_J,Category_006,2012/10/4,40000
Product_1150,Whse_J,Category_006,2012/10/11,30000
Product_1150,Whse_J,Category_006,2012/10/16,30000
Product_1150,Whse_J,Category_006,2012/10/25,10000
Product_1150,Whse_J,Category_006,2012/10/30,30000
Product_1150,Whse_J,Category_006,2012/11/8,10000
Product_1150,Whse_J,Category_006,2012/11/22,10000
Product_1150,Whse_J,Category_006,2012/11/22,10000
Product_1150,Whse_J,Category_006,2012/12/6,20000
Product_1150,Whse_J,Category_006,2012/12/13,90000
Product_1150,Whse_J,Category_006,2012/12/20,30000
Product_1900,Whse_J,Category_019,2012/1/24,200
Product_1248,Whse_J,Category_019,2012/1/24,10000
Product_1278,Whse_J,Category_019,2012/2/9,1000
Product_1274,Whse_J,Category_019,2012/2/16,1000
Product_1900,Whse_J,Category_019,2012/2/23,200
Product_1248,Whse_J,Category_019,2012/3/7,10000
Product_1900,Whse_J,Category_019,2012/4/12,200
Product_1900,Whse_J,Category_019,2012/4/17,200
Product_1278,Whse_J,Category_019,2012/5/10,1000
Product_1359,Whse_J,Category_019,2012/4/18,80000
Product_1248,Whse_J,Category_019,2012/4/18,10000
Product_1900,Whse_J,Category_019,2012/4/19,200
Product_1900,Whse_J,Category_019,2012/5/10,200
Product_1900,Whse_J,Category_019,2012/5/16,200
Product_1900,Whse_J,Category_019,2012/5/21,400
Product_1359,Whse_J,Category_019,2012/5/21,70000
Product_1900,Whse_J,Category_019,2012/5/31,200
Product_1900,Whse_J,Category_019,2012/6/7,200
Product_1248,Whse_J,Category_019,2012/6/12,10000
Product_1900,Whse_J,Category_019,2012/6/12,400
Product_1278,Whse_J,Category_019,2012/6/14,2000
Product_1900,Whse_J,Category_019,2012/6/21,200
Product_1359,Whse_J,Category_019,2012/6/26,80000
Product_1900,Whse_J,Category_019,2012/7/5,200
Product_1900,Whse_J,Category_019,2012/7/12,200
Product_1359,Whse_J,Category_019,2012/7/17,100000
Product_1900,Whse_J,Category_019,2012/8/2,400
Product_1248,Whse_J,Category_019,2012/8/16,10000
Product_1900,Whse_J,Category_019,2012/8/21,200
Product_1359,Whse_J,Category_019,2012/8/24,100000
Product_1900,Whse_J,Category_019,2012/8/29,200
Product_1900,Whse_J,Category_019,2012/9/20,200
Product_1278,Whse_J,Category_019,2012/9/19,1000
Product_1900,Whse_J,Category_019,2012/9/20,200
Product_1359,Whse_J,Category_019,2012/10/4,80000
Product_1900,Whse_J,Category_019,2012/10/11,200
Product_1248,Whse_J,Category_019,2012/10/5,10000
Product_1278,Whse_J,Category_019,2012/10/16,1000
Product_1900,Whse_J,Category_019,2012/10/18,200
Product_1359,Whse_J,Category_019,2012/10/29,80000
Product_1900,Whse_J,Category_019,2012/11/2,200
Product_1248,Whse_J,Category_019,2012/11/13,10000
Product_1900,Whse_J,Category_019,2012/11/22,200
Product_1900,Whse_J,Category_019,2012/11/22,200
Product_1274,Whse_J,Category_019,2012/12/3,2000
Product_1270,Whse_J,Category_019,2012/6/19,4000
Product_1581,Whse_C,Category_005,2012/1/10,2000
Product_1581,Whse_C,Category_005,2012/2/9,2000
Product_1581,Whse_C,Category_005,2012/2/13,5000
Product_2015,Whse_C,Category_005,2012/2/24,2000
Product_1581,Whse_C,Category_005,2012/2/29,5000
Product_1581,Whse_C,Category_005,2012/3/9,6000
Product_1581,Whse_C,Category_005,2012/3/15,10000
Product_1581,Whse_C,Category_005,2012/3/22,2000
Product_2015,Whse_C,Category_005,2012/3/26,1000
Product_1581,Whse_C,Category_005,2012/3/27,10000
Product_1581,Whse_C,Category_005,2012/3/28,4000
Product_1581,Whse_C,Category_005,2012/4/5,5000
Product_1581,Whse_C,Category_005,2012/4/6,10000
Product_1581,Whse_C,Category_005,2012/4/9,4000
Product_1581,Whse_C,Category_005,2012/4/20,1000
Product_1581,Whse_C,Category_005,2012/4/23,3000
Product_1581,Whse_C,Category_005,2012/5/4,20000
Product_1581,Whse_C,Category_005,2012/5/9,5000
Product_1581,Whse_C,Category_005,2012/5/23,5000
Product_2008,Whse_C,Category_005,2012/5/29,9000
Product_2008,Whse_C,Category_005,2012/5/29,1000
Product_2015,Whse_C,Category_005,2012/5/31,5000
Product_1581,Whse_C,Category_005,2012/6/7,5000
Product_1581,Whse_C,Category_005,2012/6/14,3000
Product_1581,Whse_C,Category_005,2012/6/15,5000
Product_2015,Whse_C,Category_005,2012/6/20,2000
Product_1581,Whse_C,Category_005,2012/7/3,4000
Product_2004,Whse_C,Category_005,2012/7/5,1000
Product_1581,Whse_C,Category_005,2012/7/9,1000
Product_1581,Whse_C,Category_005,2012/7/13,2000
Product_1581,Whse_C,Category_005,2012/7/18,1000
Product_1581,Whse_C,Category_005,2012/7/20,10000
Product_1581,Whse_C,Category_005,2012/7/23,6000
Product_1581,Whse_C,Category_005,2012/8/1,5000
Product_1581,Whse_C,Category_005,2012/8/6,5000
Product_2015,Whse_C,Category_005,2012/8/6,1000
Product_1581,Whse_C,Category_005,2012/8/8,1000
Product_1581,Whse_C,Category_005,2012/8/20,4000
Product_1581,Whse_C,Category_005,2012/8/21,5000
Product_1581,Whse_C,Category_005,2012/10/10,9000
Product_2015,Whse_C,Category_005,2012/10/11,2000
Product_2004,Whse_C,Category_005,2012/10/15,1000
Product_1581,Whse_C,Category_005,2012/10/19,4000
Product_1581,Whse_C,Category_005,2012/10/23,3000
Product_1581,Whse_C,Category_005,2012/10/24,5000
Product_1581,Whse_C,Category_005,2012/11/12,8000
Product_1581,Whse_C,Category_005,2012/11/23,8000
Product_2008,Whse_C,Category_005,2012/11/23,1000
Product_1581,Whse_C,Category_005,2012/11/28,3000
Product_1581,Whse_C,Category_005,2012/12/12,4000
Product_2015,Whse_C,Category_005,2012/12/12,3000
Product_1581,Whse_C,Category_005,2012/12/19,3000
Product_0071,Whse_C,Category_019,2012/1/9,99000
Product_1570,Whse_C,Category_019,2012/1/12,8000
Product_0083,Whse_C,Category_019,2012/1/18,40000
Product_1570,Whse_C,Category_019,2012/1/19,15000
Product_1570,Whse_C,Category_019,2012/1/31,28000
Product_0083,Whse_C,Category_019,2012/2/1,20000
Product_0083,Whse_C,Category_019,2012/2/3,1000
Product_0083,Whse_C,Category_019,2012/2/9,152000
Product_0071,Whse_C,Category_019,2012/2/15,100000
Product_1570,Whse_C,Category_019,2012/2/17,30000
Product_0083,Whse_C,Category_019,2012/2/23,199000
Product_0083,Whse_C,Category_019,2012/2/27,3000
Product_1502,Whse_C,Category_019,2012/2/29,3000
Product_1570,Whse_C,Category_019,2012/3/2,42500
Product_1570,Whse_C,Category_019,2012/3/2,7500
Product_0083,Whse_C,Category_019,2012/3/7,6000
Product_1570,Whse_C,Category_019,2012/3/8,10000
Product_0071,Whse_C,Category_019,2012/3/15,100000
Product_0083,Whse_C,Category_019,2012/3/15,207000
Product_1570,Whse_C,Category_019,2012/3/19,5000
Product_1502,Whse_C,Category_019,2012/3/28,3500
Product_1570,Whse_C,Category_019,2012/4/6,10000
Product_0071,Whse_C,Category_019,2012/4/9,1000
Product_0083,Whse_C,Category_019,2012/4/9,1000
Product_0083,Whse_C,Category_019,2012/4/23,3000
Product_1570,Whse_C,Category_019,2012/4/25,25500
Product_1570,Whse_C,Category_019,2012/5/2,4000
Product_0083,Whse_C,Category_019,2012/5/9,10000
Product_1570,Whse_C,Category_019,2012/5/14,15000
Product_1570,Whse_C,Category_019,2012/5/14,10000
Product_0071,Whse_C,Category_019,2012/5/24,80000
Product_0083,Whse_C,Category_019,2012/5/24,100000
Product_1570,Whse_C,Category_019,2012/5/24,500
Product_0083,Whse_C,Category_019,2012/5/29,1000
Product_1570,Whse_C,Category_019,2012/6/8,70000
Product_1502,Whse_C,Category_019,2012/6/14,2000
Product_1570,Whse_C,Category_019,2012/6/14,4500
Product_0083,Whse_C,Category_019,2012/6/18,1000
Product_1570,Whse_C,Category_019,2012/6/20,53000
Product_0071,Whse_C,Category_019,2012/6/20,280000
Product_0083,Whse_C,Category_019,2012/6/20,260000
Product_1570,Whse_C,Category_019,2012/6/28,1500
Product_1570,Whse_C,Category_019,2012/7/3,57000
Product_0071,Whse_C,Category_019,2012/7/4,325000
Product_1570,Whse_C,Category_019,2012/7/4,163500
Product_0071,Whse_C,Category_019,2012/7/9,200000
Product_0071,Whse_C,Category_019,2012/7/9,1000
Product_0071,Whse_C,Category_019,2012/7/9,249000
Product_0083,Whse_C,Category_019,2012/7/9,280000
Product_0083,Whse_C,Category_019,2012/7/9,400000
Product_0083,Whse_C,Category_019,2012/7/18,2000
Product_0083,Whse_C,Category_019,2012/7/25,8000
Product_0083,Whse_C,Category_019,2012/7/25,2000
Product_1570,Whse_C,Category_019,2012/7/25,5000
Product_1570,Whse_C,Category_019,2012/7/27,3500
Product_0083,Whse_C,Category_019,2012/8/6,10000
Product_0083,Whse_C,Category_019,2012/8/8,20000
Product_1570,Whse_C,Category_019,2012/8/8,1500
Product_1570,Whse_C,Category_019,2012/8/20,3500
Product_1502,Whse_C,Category_019,2012/8/27,2000
Product_1570,Whse_C,Category_019,2012/9/11,42000
Product_1502,Whse_C,Category_019,2012/9/19,1500
Product_1570,Whse_C,Category_019,2012/9/19,1000
Product_1570,Whse_C,Category_019,2012/10/8,44000
Product_1570,Whse_C,Category_019,2012/10/10,2000
Product_1570,Whse_C,Category_019,2012/10/23,5000
Product_1570,Whse_C,Category_019,2012/10/24,2000
Product_1570,Whse_C,Category_019,2012/10/26,10000
Product_0083,Whse_C,Category_019,2012/11/23,8000
Product_1570,Whse_C,Category_019,2012/11/28,56000
Product_0071,Whse_C,Category_019,2012/12/4,250000
Product_0083,Whse_C,Category_019,2012/12/4,150000
Product_0083,Whse_C,Category_019,2012/12/6,60000
Product_1904,Whse_S,Category_019,2012/1/16,10000
Product_1241,Whse_S,Category_019,2012/2/7,200000
Product_1241,Whse_S,Category_019,2012/4/6,160000
Product_1241,Whse_S,Category_019,2012/6/1,160000
Product_1570,Whse_S,Category_019,2012/2/7,160000
Product_1570,Whse_S,Category_019,2012/4/6,130000
Product_1570,Whse_S,Category_019,2012/6/1,130000
Product_1574,Whse_S,Category_019,2012/2/7,80000
Product_1574,Whse_S,Category_019,2012/4/6,46000
Product_1574,Whse_S,Category_019,2012/6/1,46000
Product_1904,Whse_S,Category_019,2012/2/7,180000
Product_1904,Whse_S,Category_019,2012/3/5,90000
Product_1904,Whse_S,Category_019,2012/4/6,95000
Product_1904,Whse_S,Category_019,2012/6/1,140000
Product_0639,Whse_S,Category_019,2012/2/23,8
Product_0639,Whse_S,Category_019,2012/2/23,2
Product_1234,Whse_S,Category_019,2012/3/12,2000
Product_0639,Whse_S,Category_019,2012/3/28,10
Product_1234,Whse_S,Category_019,2012/5/8,5000
Product_1241,Whse_S,Category_019,2012/6/5,15000
Product_1241,Whse_S,Category_019,2012/7/5,15000
Product_1241,Whse_S,Category_019,2012/7/31,30000
Product_1570,Whse_S,Category_019,2012/6/5,55000
Product_1570,Whse_S,Category_019,2012/7/5,55000
Product_1570,Whse_S,Category_019,2012/7/17,55000
Product_1570,Whse_S,Category_019,2012/7/30,45000
Product_1574,Whse_S,Category_019,2012/6/5,88000
Product_1904,Whse_S,Category_019,2012/6/5,100000
Product_1904,Whse_S,Category_019,2012/7/5,87000
Product_1904,Whse_S,Category_019,2012/7/17,87000
Product_1904,Whse_S,Category_019,2012/7/31,86000
Product_1904,Whse_S,Category_019,2012/6/12,10000
Product_1234,Whse_S,Category_019,2012/7/24,2000
Product_1241,Whse_S,Category_019,2012/8/7,5000
Product_1241,Whse_S,Category_019,2012/8/6,100000
Product_1241,Whse_S,Category_019,2012/8/25,30000
Product_1241,Whse_S,Category_019,2012/8/30,130000
Product_1570,Whse_S,Category_019,2012/8/25,90000
Product_1570,Whse_S,Category_019,2012/8/30,90000
Product_1574,Whse_S,Category_019,2012/8/6,70000
Product_1574,Whse_S,Category_019,2012/8/22,25000
Product_1574,Whse_S,Category_019,2012/8/30,55000
Product_1904,Whse_S,Category_019,2012/8/25,100000
Product_1904,Whse_S,Category_019,2012/8/30,100000
Product_0639,Whse_S,Category_019,2012/8/22,5
Product_1510,Whse_S,Category_019,2012/8/22,14000
Product_0639,Whse_S,Category_019,2012/9/5,5
Product_0639,Whse_S,Category_019,2012/9/14,6
Product_1241,Whse_S,Category_019,2012/9/14,170000
Product_1241,Whse_S,Category_019,2012/10/5,100000
Product_1241,Whse_S,Category_019,2012/11/4,100000
Product_1241,Whse_S,Category_019,2012/12/4,100000
Product_1570,Whse_S,Category_019,2012/9/14,85000
Product_1570,Whse_S,Category_019,2012/10/5,85000
Product_1570,Whse_S,Category_019,2012/11/4,85000
Product_1570,Whse_S,Category_019,2012/12/4,85000
Product_1574,Whse_S,Category_019,2012/9/14,65000
Product_1574,Whse_S,Category_019,2012/10/5,65000
Product_1574,Whse_S,Category_019,2012/11/4,65000
Product_1574,Whse_S,Category_019,2012/12/4,60000
Product_1904,Whse_S,Category_019,2012/9/14,100000
Product_1904,Whse_S,Category_019,2012/10/5,100000
Product_1904,Whse_S,Category_019,2012/11/4,100000
Product_1904,Whse_S,Category_019,2012/12/4,100000
Product_0639,Whse_S,Category_019,2012/9/25,10
Product_0639,Whse_S,Category_019,2012/10/11,6
Product_1510,Whse_S,Category_019,2012/10/24,5000
Product_0639,Whse_S,Category_019,2012/11/6,10
Product_1431,Whse_S,Category_019,2012/11/6,10000
Product_1234,Whse_S,Category_019,2012/11/27,3000
Product_1234,Whse_S,Category_019,2012/11/27,2000
Product_1510,Whse_S,Category_019,2012/11/27,5000
Product_1241,Whse_S,Category_019,2012/12/10,75000
Product_1241,Whse_S,Category_019,2012/12/24,75000
Product_1570,Whse_S,Category_019,2012/12/10,72500
Product_1570,Whse_S,Category_019,2012/12/24,72500
Product_1904,Whse_S,Category_019,2012/12/10,150000
Product_1904,Whse_S,Category_019,2012/12/24,100000
Product_0639,Whse_S,Category_019,2012/12/4,10
Product_0639,Whse_S,Category_019,2012/12/24,5
Product_0558,Whse_S,Category_030,2012/6/25,2000
Product_0556,Whse_S,Category_030,2012/9/14,500
